net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
westland-infra,871718518003006694,OOSTEINDE,2291AA,2291AE,WATERINGEN,28,100.0,100.0,100,75,G4,2632,0.0,0
westland-infra,871718518003006694,WATERPARK,2291AK,2291AK,WATERINGEN,37,100.0,100.0,100,97,G4,1673,0.0,0
westland-infra,871718518003006694,AZALEAPARK,2291AL,2291AL,WATERINGEN,28,100.0,100.0,100,100,G4,877,0.0,0
westland-infra,871718518003006694,DRUIVENLAAN,2291AN,2291AT,WATERINGEN,22,100.0,100.0,100,73,G4,2520,0.0,0
westland-infra,871718518003006694,KWAKLAAN,2291AV,2291AV,WATERINGEN,15,100.0,100.0,100,93,G4,1743,0.0,0
westland-infra,871718518003006694,VLOTLAAN,2291AW,2291AX,WATERINGEN,26,100.0,100.0,100,96,G4,1000,0.0,0
westland-infra,871718518003006694,VLIETLAAN,2291AZ,2291AZ,WATERINGEN,22,100.0,100.0,100,100,G4,822,0.0,0
westland-infra,871718518003006694,HERENSTRAAT,2291BB,2291BB,WATERINGEN,24,100.0,100.0,100,75,G4,1939,0.0,0
westland-infra,871718518003006694,HERENSTRAAT,2291BC,2291BC,WATERINGEN,12,100.0,100.0,100,67,G4,2650,0.0,0
westland-infra,871718518003006694,HERENSTRAAT,2291BE,2291BG,WATERINGEN,15,100.0,100.0,100,73,G4,4237,0.0,0
westland-infra,871718518003006694,HERENSTRAAT,2291BH,2291BH,WATERINGEN,19,100.0,100.0,100,79,G4,2894,0.0,0
westland-infra,871718518003006694,HERENSTRAAT,2291BJ,2291BK,WATERINGEN,24,100.0,100.0,100,67,G4,2820,0.0,0
westland-infra,871718518003006694,HERENSTRAAT,2291BL,2291BR,WATERINGEN,39,100.0,100.0,100,90,G4,2619,0.0,0
westland-infra,871718518003006694,ARKPAVILJOEN,2291BS,2291BS,WATERINGEN,18,100.0,100.0,100,100,G4,1037,0.0,0
westland-infra,871718518003006694,ARKPAVILJOEN,2291BT,2291BT,WATERINGEN,18,100.0,100.0,100,100,G4,839,0.0,0
westland-infra,871718518003006694,ARKPAVILJOEN,2291BV,2291BV,WATERINGEN,19,100.0,100.0,100,100,G4,850,0.0,0
westland-infra,871718518003006694,HEULWEG,2291BW,2291BW,WATERINGEN,10,100.0,100.0,100,70,G4,3253,0.0,0
westland-infra,871718518003006694,HEULWEG,2291BX,2291BZ,WATERINGEN,19,100.0,100.0,100,53,G4,4883,0.0,0
westland-infra,871718518003006694,PLEIN,2291CA,2291CA,WATERINGEN,10,100.0,100.0,100,40,G4,5103,0.0,0
westland-infra,871718518003006694,PLEIN,2291CB,2291CB,WATERINGEN,10,100.0,100.0,100,100,G4,1333,0.0,0
westland-infra,871718518003006694,PLEIN,2291CC,2291CC,WATERINGEN,43,100.0,100.0,100,81,G4,1792,0.0,0
westland-infra,871718518003006694,KERKLAAN,2291CD,2291CD,WATERINGEN,24,100.0,100.0,100,88,G4,2577,0.0,0
westland-infra,871718518003006694,KERKLAAN,2291CE,2291CE,WATERINGEN,20,100.0,100.0,100,70,G4,2872,0.0,0
westland-infra,871718518003006694,KERKLAAN,2291CG,2291CG,WATERINGEN,15,100.0,100.0,100,80,G4,2113,0.0,0
westland-infra,871718518003006694,KERKLAAN,2291CH,2291CH,WATERINGEN,55,100.0,100.0,100,98,G4,1270,0.0,0
westland-infra,871718518003006694,KERKLAAN,2291CJ,2291CM,WATERINGEN,29,100.0,100.0,100,83,G4,2099,0.0,0
westland-infra,871718518003006694,HOFZICHT,2291CN,2291CN,WATERINGEN,15,100.0,100.0,100,87,G4,1936,0.0,0
westland-infra,871718518003006694,HOFZICHT,2291CP,2291CP,WATERINGEN,17,100.0,100.0,100,100,G4,2171,0.0,0
westland-infra,871718518003006694,HOFWIJK,2291CR,2291CR,WATERINGEN,13,100.0,100.0,100,100,G4,1766,0.0,0
westland-infra,871718518003006694,HOFWIJK,2291CS,2291CS,WATERINGEN,14,100.0,100.0,100,100,G4,1687,0.0,0
westland-infra,871718518003006694,HOFPARK,2291CT,2291CV,WATERINGEN,18,100.0,100.0,100,94,G4,1348,0.0,0
westland-infra,871718518003006694,HEERENVLIET,2291CZ,2291CZ,WATERINGEN,27,100.0,100.0,100,96,G4,1186,0.0,0
westland-infra,871718518003006694,PLEINWAND,2291DB,2291DB,WATERINGEN,30,100.0,100.0,100,97,G4,2145,0.0,0
westland-infra,871718518003006694,BAKKERSHOF,2291DD,2291DD,WATERINGEN,33,100.0,100.0,100,100,G4,741,0.0,0
westland-infra,871718518003006694,BAKKERSHOF,2291DE,2291DE,WATERINGEN,35,100.0,100.0,100,100,G4,798,0.0,0
westland-infra,871718518003006694,WATERSTAATSPAD,2291DG,2291DX,WATERINGEN,48,100.0,100.0,100,94,G4,1770,0.0,0
westland-infra,871718518003006694,AMBACHTSHOF,2291DZ,2291EA,WATERINGEN,18,100.0,100.0,100,89,G4,1850,0.0,0
westland-infra,871718518003006694,NOORDWEG,2291EB,2291EE,WATERINGEN,14,100.0,100.0,100,64,G4,3647,0.0,0
westland-infra,871718518003006694,POORTWEIDE,2291EH,2291EH,WATERINGEN,29,100.0,100.0,100,100,G4,946,0.0,0
westland-infra,871718518003006694,POORTWEIDE,2291EJ,2291EJ,WATERINGEN,37,100.0,100.0,100,100,G4,1061,0.0,0
westland-infra,871718518003006694,ERASMUSWEG,2291EK,2291EN,WATERINGEN,28,100.0,100.0,100,89,G4,1772,0.0,0
westland-infra,871718518003006694,PRINS HENDRIKSTRAAT,2291EP,2291EP,WATERINGEN,24,100.0,100.0,100,96,G4,1771,0.0,0
westland-infra,871718518003006694,PRINS HENDRIKSTRAAT,2291ER,2291ER,WATERINGEN,23,100.0,100.0,100,96,G4,1579,0.0,0
westland-infra,871718518003006694,PRINS HENDRIKSTRAAT,2291ES,2291ES,WATERINGEN,16,100.0,100.0,100,94,G4,1884,0.0,0
westland-infra,871718518003006694,PRINS BERNHARDSTRAAT,2291ET,2291ET,WATERINGEN,15,100.0,100.0,100,93,G4,1863,0.0,0
westland-infra,871718518003006694,AMBACHTSWEG,2291EV,2291EV,WATERINGEN,15,100.0,100.0,100,93,G4,3398,0.0,0
westland-infra,871718518003006694,AMBACHTSWEG,2291EW,2291EX,WATERINGEN,33,100.0,100.0,100,79,G4,2206,0.0,0
westland-infra,871718518003006694,AMBACHTSWEG,2291EZ,2291EZ,WATERINGEN,29,100.0,100.0,100,69,G4,2143,0.0,0
westland-infra,871718518003006694,POELDIJKSEWEG,2291GA,2291GA,WATERINGEN,15,100.0,100.0,100,67,G4,3634,0.0,0
westland-infra,871718518003006694,POELDIJKSEWEG,2291GB,2291GE,WATERINGEN,29,100.0,100.0,100,76,G4,3023,0.0,0
westland-infra,871718518003006694,MARKUSLAAN,2291GG,2291GG,WATERINGEN,13,100.0,100.0,100,85,G4,2456,0.0,0
westland-infra,871718518003006694,BLAUWE AKELEI,2291GH,2291GH,WATERINGEN,10,100.0,100.0,100,100,G4,2965,0.0,0
westland-infra,871718518003006694,ROZEMARIJN,2291GJ,2291GJ,WATERINGEN,23,100.0,100.0,100,96,G4,2907,0.0,0
westland-infra,871718518003006694,ROZEMARIJN,2291GK,2291GK,WATERINGEN,20,100.0,100.0,100,100,G4,1216,0.0,0
westland-infra,871718518003006694,ROZEMARIJN,2291GL,2291GL,WATERINGEN,15,100.0,100.0,100,93,G4,1238,0.0,0
westland-infra,871718518003006694,ROZEMARIJN,2291GM,2291GM,WATERINGEN,15,100.0,100.0,100,100,G4,1902,0.0,0
westland-infra,871718518003006694,ROZEMARIJN,2291GN,2291GN,WATERINGEN,22,100.0,100.0,100,100,G4,1890,0.0,0
westland-infra,871718518003006694,ROZEMARIJN,2291GP,2291GR,WATERINGEN,28,100.0,100.0,100,96,G4,2116,0.0,0
westland-infra,871718518003006694,DE MEIBLOEM,2291GS,2291GS,WATERINGEN,18,100.0,100.0,100,94,G4,1909,0.0,0
westland-infra,871718518003006694,DE MEIBLOEM,2291GT,2291GT,WATERINGEN,18,100.0,100.0,100,100,G4,1814,0.0,0
westland-infra,871718518003006694,DE HOORNBLOEM,2291GV,2291GV,WATERINGEN,13,100.0,100.0,100,100,G4,1854,0.0,0
westland-infra,871718518003006694,GELE MEERBLOEM,2291GW,2291GW,WATERINGEN,21,100.0,100.0,100,100,G4,1707,0.0,0
westland-infra,871718518003006694,GELE MEERBLOEM,2291GX,2291GX,WATERINGEN,18,100.0,100.0,100,100,G4,1877,0.0,0
westland-infra,871718518003006694,WILLIGE RIJZEN,2291GZ,2291HM,WATERINGEN,64,100.0,100.0,100,91,G4,2307,0.0,0
westland-infra,871718518003006694,DORPSKADE,2291HN,2291HS,WATERINGEN,42,100.0,100.0,100,79,G4,3207,0.0,0
westland-infra,871718518003006694,DORPSKADE,2291HT,2291JA,WATERINGEN,38,100.0,100.0,100,89,G4,2256,0.0,0
westland-infra,871718518003006694,DE FRANKENTHALER,2291JB,2291JB,WATERINGEN,15,100.0,100.0,100,100,G4,1351,0.0,0
westland-infra,871718518003006694,DE FRANKENTHALER,2291JC,2291JC,WATERINGEN,16,100.0,100.0,100,100,G4,1539,0.0,0
westland-infra,871718518003006694,DE FRANKENTHALER,2291JD,2291JD,WATERINGEN,11,100.0,100.0,100,100,G4,1670,0.0,0
westland-infra,871718518003006694,DE FRANKENTHALER,2291JE,2291JE,WATERINGEN,12,100.0,100.0,100,92,G4,1818,0.0,0
westland-infra,871718518003006694,DE MUSCAAT,2291JG,2291JG,WATERINGEN,14,100.0,100.0,100,100,G4,1635,0.0,0
westland-infra,871718518003006694,DE MUSCAAT,2291JH,2291JH,WATERINGEN,17,100.0,100.0,100,100,G4,1652,0.0,0
westland-infra,871718518003006694,DE MUSCAAT,2291JJ,2291JJ,WATERINGEN,13,100.0,100.0,100,100,G4,1437,0.0,0
westland-infra,871718518003006694,DE COLMAN,2291JK,2291JK,WATERINGEN,16,100.0,100.0,100,100,G4,1709,0.0,0
westland-infra,871718518003006694,DE COLMAN,2291JL,2291JL,WATERINGEN,13,100.0,100.0,100,100,G4,1588,0.0,0
westland-infra,871718518003006694,DE COLMAN,2291JM,2291JM,WATERINGEN,16,100.0,100.0,100,100,G4,1594,0.0,0
westland-infra,871718518003006694,DE COLMAN,2291JN,2291JN,WATERINGEN,21,100.0,100.0,100,100,G4,1535,0.0,0
westland-infra,871718518003006694,DE COLMAN,2291JP,2291JP,WATERINGEN,16,100.0,100.0,100,100,G4,1404,0.0,0
westland-infra,871718518003006694,DE BLAUWE ALICANTE,2291JR,2291JR,WATERINGEN,18,100.0,100.0,100,94,G4,1410,0.0,0
westland-infra,871718518003006694,DE BLAUWE ALICANTE,2291JS,2291JS,WATERINGEN,12,100.0,100.0,100,92,G4,1742,0.0,0
westland-infra,871718518003006694,DE WITTE EMILE,2291JT,2291JT,WATERINGEN,18,100.0,100.0,100,94,G4,1533,0.0,0
westland-infra,871718518003006694,DE WITTE EMILE,2291JV,2291JV,WATERINGEN,10,100.0,100.0,100,90,G4,2332,0.0,0
westland-infra,871718518003006694,DE MAROC,2291JW,2291JW,WATERINGEN,14,100.0,100.0,100,86,G4,1632,0.0,0
westland-infra,871718518003006694,DE MAROC,2291JX,2291JX,WATERINGEN,17,100.0,100.0,100,100,G4,1666,0.0,0
westland-infra,871718518003006694,DE MAROC,2291JZ,2291JZ,WATERINGEN,11,100.0,100.0,100,100,G4,1677,0.0,0
westland-infra,871718518003006694,WITTE VAN DER LAAN,2291KA,2291KA,WATERINGEN,25,100.0,100.0,100,100,G4,30,0.0,0
westland-infra,871718518003006694,BINNENROEDE,2291KB,2291KB,WATERINGEN,14,100.0,100.0,100,100,G4,1481,0.0,0
westland-infra,871718518003006694,BUITENROEDE,2291KC,2291KD,WATERINGEN,15,100.0,100.0,100,100,G4,1335,0.0,0
westland-infra,871718518003006694,WIEK,2291KE,2291KE,WATERINGEN,10,100.0,100.0,100,100,G4,1957,0.0,0
westland-infra,871718518003006694,WIEK,2291KG,2291KJ,WATERINGEN,27,100.0,100.0,100,100,G4,1378,0.0,0
westland-infra,871718518003006694,WINDMOLEN,2291KK,2291KR,WATERINGEN,42,100.0,100.0,100,98,G4,1512,0.0,0
westland-infra,871718518003006694,WINDMOLEN,2291KS,2291KS,WATERINGEN,35,100.0,100.0,100,94,G4,977,0.0,0
westland-infra,871718518003006694,WINDMOLEN,2291KT,2291KT,WATERINGEN,22,100.0,100.0,100,91,G4,1284,0.0,0
westland-infra,871718518003006694,WINDMOLEN,2291KV,2291KV,WATERINGEN,16,100.0,100.0,100,100,G4,1361,0.0,0
westland-infra,871718518003006694,WINDMOLEN,2291KW,2291KW,WATERINGEN,11,100.0,100.0,100,100,G4,1565,0.0,0
westland-infra,871718518003006694,WINDMOLEN,2291KX,2291KX,WATERINGEN,13,100.0,100.0,100,100,G4,1243,0.0,0
westland-infra,871718518003006694,LANGE SPRUIT,2291KZ,2291KZ,WATERINGEN,23,100.0,100.0,100,100,G4,835,0.0,0
westland-infra,871718518003006694,LANGE SPRUIT,2291LA,2291LA,WATERINGEN,10,100.0,100.0,100,100,G4,1180,0.0,0
westland-infra,871718518003006694,LANGE SPRUIT,2291LB,2291LB,WATERINGEN,17,100.0,100.0,100,94,G4,1205,0.0,0
westland-infra,871718518003006694,LANGE SPRUIT,2291LC,2291LC,WATERINGEN,17,100.0,100.0,100,88,G4,3041,0.0,0
westland-infra,871718518003006694,KORTE SPRUIT,2291LD,2291LG,WATERINGEN,34,100.0,100.0,100,100,G4,1258,0.0,0
westland-infra,871718518003006694,SPANTRING,2291LH,2291LH,WATERINGEN,14,100.0,100.0,100,100,G4,1071,0.0,0
westland-infra,871718518003006694,SPANTRING,2291LJ,2291LJ,WATERINGEN,19,100.0,100.0,100,95,G4,1087,0.0,0
westland-infra,871718518003006694,KANTSTIJL,2291LK,2291LK,WATERINGEN,42,100.0,100.0,100,100,G4,835,0.0,0
westland-infra,871718518003006694,LANGE SPRUIT,2291LZ,2291LZ,WATERINGEN,27,100.0,100.0,100,100,G4,933,0.0,0
westland-infra,871718518003006694,KONINGSSPIL,2291MA,2291MA,WATERINGEN,13,100.0,100.0,100,85,G4,1620,0.0,0
westland-infra,871718518003006694,KONINGSSPIL,2291MB,2291MB,WATERINGEN,26,100.0,100.0,100,92,G4,1556,0.0,0
westland-infra,871718518003006694,KORBEEL,2291MC,2291MC,WATERINGEN,20,100.0,100.0,100,100,G4,1469,0.0,0
westland-infra,871718518003006694,KAAPSTANDER,2291MD,2291MD,WATERINGEN,20,100.0,100.0,100,100,G4,1215,0.0,0
westland-infra,871718518003006694,KRUISBALK,2291ME,2291ME,WATERINGEN,18,100.0,100.0,100,94,G4,1339,0.0,0
westland-infra,871718518003006694,BOOG,2291MG,2291MG,WATERINGEN,14,100.0,100.0,100,100,G4,1256,0.0,0
westland-infra,871718518003006694,SCHEG,2291MH,2291MH,WATERINGEN,14,100.0,100.0,100,100,G4,1160,0.0,0
westland-infra,871718518003006694,KRUILIER,2291MJ,2291MJ,WATERINGEN,16,100.0,100.0,100,100,G4,1153,0.0,0
westland-infra,871718518003006694,KRUILIER,2291MK,2291MK,WATERINGEN,18,100.0,100.0,100,94,G4,1633,0.0,0
westland-infra,871718518003006694,PENBALK,2291ML,2291MN,WATERINGEN,20,100.0,100.0,100,95,G4,1787,0.0,0
westland-infra,871718518003006694,MOERBALK,2291MP,2291MP,WATERINGEN,12,100.0,100.0,100,92,G4,1830,0.0,0
westland-infra,871718518003006694,BONTELRAD,2291MR,2291MS,WATERINGEN,24,100.0,100.0,100,100,G4,1431,0.0,0
westland-infra,871718518003006694,TEMPELBALK,2291MT,2291MV,WATERINGEN,18,100.0,100.0,100,100,G4,1388,0.0,0
westland-infra,871718518003006694,ZWARTVEEN,2291NB,2291ND,WATERINGEN,49,100.0,100.0,100,84,G4,1559,0.0,0
westland-infra,871718518003006694,LAAGVEEN,2291NE,2291NG,WATERINGEN,31,100.0,100.0,100,97,G4,1358,0.0,0
westland-infra,871718518003006694,HOOGVEEN,2291NH,2291NJ,WATERINGEN,34,100.0,100.0,100,100,G4,1251,0.0,0
westland-infra,871718518003006694,MOSVEEN,2291NK,2291NK,WATERINGEN,38,100.0,100.0,100,100,G4,972,0.0,0
westland-infra,871718518003006694,MOSVEEN,2291NL,2291NL,WATERINGEN,11,100.0,100.0,100,100,G4,1130,0.0,0
westland-infra,871718518003006694,RANDVEEN,2291NM,2291NM,WATERINGEN,28,100.0,100.0,100,100,G4,1428,0.0,0
westland-infra,871718518003006694,WOUDVEEN,2291NN,2291NN,WATERINGEN,10,100.0,100.0,100,100,G4,2082,0.0,0
westland-infra,871718518003006694,MOLENWEER,2291NP,2291NP,WATERINGEN,31,100.0,100.0,100,100,G4,814,0.0,0
westland-infra,871718518003006694,MOLENWEER,2291NR,2291NR,WATERINGEN,18,100.0,100.0,100,44,G4,4556,0.0,0
westland-infra,871718518003006694,VEENLAND,2291NS,2291NT,WATERINGEN,17,100.0,100.0,100,76,G4,2629,0.0,0
westland-infra,871718518003006694,NAALDWIJKSEWEG,2291PA,2291PA,WATERINGEN,38,100.0,100.0,100,79,G4,2499,0.0,0
westland-infra,871718518003006694,MONSTERSEWEG,2291PB,2291PB,WATERINGEN,24,100.0,100.0,100,88,G4,1920,0.0,0
westland-infra,871718518003006694,SCHIPLUIDENSEWEG,2291PC,2291PE,WATERINGEN,114,100.0,99.12,100,82,G4,2366,0.0,0
westland-infra,871718518003006694,WESTLANDSEWEG,2291PG,2291PG,WATERINGEN,15,100.0,100.0,100,73,G4,8670,0.0,0
westland-infra,871718518003006694,MAASLANDSEWEG,2291PH,2291PJ,WATERINGEN,18,100.0,100.0,100,83,G4,5379,0.0,0
westland-infra,871718518003006694,VAN NASSAUSTRAAT,2291PW,2291PW,WATERINGEN,23,100.0,100.0,100,100,G4,1351,0.0,0
westland-infra,871718518003006694,VD DOES DE WILLEBOISSTR,2291PX,2291PX,WATERINGEN,28,100.0,100.0,100,100,G4,1468,0.0,0
westland-infra,871718518003006694,MURRAIJSTRAAT,2291PZ,2291PZ,WATERINGEN,63,100.0,100.0,100,97,G4,1154,0.0,0
westland-infra,871718518003006694,COLENSTRAAT,2291RA,2291RA,WATERINGEN,12,100.0,100.0,100,100,G4,1768,0.0,0
westland-infra,871718518003006694,VAN CATSHUYSENSTRAAT,2291RB,2291RB,WATERINGEN,16,100.0,100.0,100,100,G4,1670,0.0,0
westland-infra,871718518003006694,VAN AREMBERGLAAN,2291RC,2291RC,WATERINGEN,37,100.0,100.0,100,100,G4,1222,0.0,0
westland-infra,871718518003006694,VAN DER MEERSTRAAT,2291RD,2291RD,WATERINGEN,10,100.0,100.0,100,100,G4,1924,0.0,0
westland-infra,871718518003006694,VAN DE KERCKHOVESTRAAT,2291RE,2291RE,WATERINGEN,43,100.0,100.0,100,100,G4,1351,0.0,0
westland-infra,871718518003006694,VAN DOORNICKSINGEL,2291RG,2291RG,WATERINGEN,22,100.0,100.0,100,100,G4,1339,0.0,0
westland-infra,871718518003006694,VAN DOORNICKSINGEL,2291RH,2291RH,WATERINGEN,20,100.0,100.0,100,100,G4,1331,0.0,0
westland-infra,871718518003006694,VAN GOCHSTRAAT,2291RJ,2291RJ,WATERINGEN,77,100.0,100.0,100,100,G4,1159,0.0,0
westland-infra,871718518003006694,ROELSPLANTSOEN,2291RK,2291RK,WATERINGEN,42,100.0,100.0,100,98,G4,1016,0.0,0
westland-infra,871718518003006694,MEYNERTZHAGENSTRAAT,2291RL,2291RL,WATERINGEN,22,100.0,100.0,100,100,G4,997,0.0,0
westland-infra,871718518003006694,MEYNERTZHAGENSTRAAT,2291RM,2291RN,WATERINGEN,49,100.0,100.0,100,100,G4,1291,0.0,0
westland-infra,871718518003006694,DE VROOMSTRAAT,2291RP,2291RP,WATERINGEN,27,100.0,100.0,100,100,G4,1457,0.0,0
westland-infra,871718518003006694,MOMMASTRAAT,2291RR,2291RR,WATERINGEN,39,100.0,100.0,100,97,G4,1189,0.0,0
westland-infra,871718518003006694,VAN EGMONDLAAN,2291RS,2291RS,WATERINGEN,59,100.0,100.0,100,98,G4,1131,0.0,0
westland-infra,871718518003006694,VAN EGMONDLAAN,2291RT,2291RT,WATERINGEN,27,100.0,100.0,100,100,G4,1150,0.0,0
westland-infra,871718518003006694,DUIJVESTEIJNSTRAAT,2291RV,2291RV,WATERINGEN,37,100.0,100.0,100,100,G4,1177,0.0,0
westland-infra,871718518003006694,STRUYCK VAN BERGENSTRAAT,2291RW,2291RW,WATERINGEN,23,100.0,100.0,100,96,G4,2041,0.0,0
westland-infra,871718518003006694,VLIETHOF,2291RX,2291RX,WATERINGEN,21,100.0,100.0,100,86,G4,2179,0.0,0
westland-infra,871718518003006694,VLIETHOF,2291RZ,2291RZ,WATERINGEN,52,100.0,100.0,100,98,G4,1233,0.0,0
westland-infra,871718518003006694,BOVENDIJK,2291SB,2291SB,WATERINGEN,25,100.0,100.0,100,88,G4,2145,0.0,0
westland-infra,871718518003006694,BOVENDIJK,2291SC,2291SE,WATERINGEN,18,100.0,100.0,100,78,G4,2123,0.0,0
westland-infra,871718518003006694,GAELSTRAAT,2291SG,2291SH,WATERINGEN,17,100.0,100.0,100,88,G4,2283,0.0,0
westland-infra,871718518003006694,GAELSTRAAT,2291SJ,2291SJ,WATERINGEN,19,100.0,100.0,100,95,G4,1636,0.0,0
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SK,2291SK,WATERINGEN,17,100.0,100.0,100,94,G4,1927,0.0,0
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SL,2291SL,WATERINGEN,14,100.0,100.0,100,93,G4,2952,0.0,0
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SM,2291SP,WATERINGEN,33,100.0,100.0,100,91,G4,1987,0.0,0
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SR,2291SR,WATERINGEN,18,100.0,100.0,100,94,G4,1796,0.0,0
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291ST,2291ST,WATERINGEN,22,100.0,100.0,100,100,G4,1764,0.0,0
westland-infra,871718518003006694,CISTERCIENSERSTRAAT,2291SV,2291SX,WATERINGEN,23,100.0,100.0,100,91,G4,1661,0.0,0
westland-infra,871718518003006694,DR SCHAEPMANSTRAAT,2291SZ,2291SZ,WATERINGEN,13,100.0,100.0,100,69,G4,4675,0.0,0
westland-infra,871718518003006694,DR KUYPERSTRAAT,2291TA,2291TB,WATERINGEN,15,100.0,100.0,100,100,G4,1137,0.0,0
westland-infra,871718518003006694,DR ARIENSSTRAAT,2291TC,2291TC,WATERINGEN,12,100.0,100.0,100,100,G4,1041,0.0,0
westland-infra,871718518003006694,DR POELSSTRAAT,2291TD,2291TD,WATERINGEN,11,100.0,100.0,100,100,G4,1068,0.0,0
westland-infra,871718518003006694,DR POELSSTRAAT,2291TE,2291TE,WATERINGEN,12,100.0,100.0,100,100,G4,1252,0.0,0
westland-infra,871718518003006694,IRENESTRAAT,2291TG,2291TG,WATERINGEN,18,100.0,100.0,100,100,G4,1614,0.0,0
westland-infra,871718518003006694,IRENESTRAAT,2291TH,2291TH,WATERINGEN,18,100.0,100.0,100,100,G4,1561,0.0,0
westland-infra,871718518003006694,MARGRIETSTRAAT,2291TJ,2291TJ,WATERINGEN,14,100.0,100.0,100,100,G4,1880,0.0,0
westland-infra,871718518003006694,MARIJKESTRAAT,2291TK,2291TK,WATERINGEN,14,100.0,100.0,100,100,G4,1652,0.0,0
westland-infra,871718518003006694,WILLEM III STRAAT,2291TL,2291TL,WATERINGEN,15,100.0,100.0,100,80,G4,2588,0.0,0
westland-infra,871718518003006694,WILLEM III STRAAT,2291TM,2291TM,WATERINGEN,21,100.0,100.0,100,100,G4,954,0.0,0
westland-infra,871718518003006694,WILLEM III STRAAT,2291TN,2291TN,WATERINGEN,32,100.0,100.0,100,100,G4,1760,0.0,0
westland-infra,871718518003006694,JULIANASTRAAT,2291TP,2291TR,WATERINGEN,27,100.0,100.0,100,96,G4,1608,0.0,0
westland-infra,871718518003006694,JULIANASTRAAT,2291TS,2291TS,WATERINGEN,12,100.0,100.0,100,100,G4,1300,0.0,0
westland-infra,871718518003006694,JULIANASTRAAT,2291TT,2291TT,WATERINGEN,18,100.0,100.0,100,100,G4,1498,0.0,0
westland-infra,871718518003006694,BEATRIXSTRAAT,2291TV,2291TV,WATERINGEN,16,100.0,100.0,100,100,G4,1823,0.0,0
westland-infra,871718518003006694,EMMASTRAAT,2291TW,2291TW,WATERINGEN,10,100.0,100.0,100,100,G4,1339,0.0,0
westland-infra,871718518003006694,WILHELMINASTRAAT,2291TX,2291TX,WATERINGEN,29,100.0,100.0,100,97,G4,1115,0.0,0
westland-infra,871718518003006694,WILHELMINASTRAAT,2291TZ,2291TZ,WATERINGEN,21,100.0,100.0,100,100,G4,1282,0.0,0
westland-infra,871718518003006694,LENTEBLOK,2291VA,2291VA,WATERINGEN,32,100.0,100.0,100,97,G4,880,0.0,0
westland-infra,871718518003006694,LENTEBLOK,2291VB,2291VB,WATERINGEN,31,100.0,100.0,100,100,G4,878,0.0,0
westland-infra,871718518003006694,LENTEBLOK,2291VC,2291VC,WATERINGEN,32,100.0,100.0,100,97,G4,895,0.0,0
westland-infra,871718518003006694,LENTEBLOK,2291VD,2291VD,WATERINGEN,16,100.0,100.0,100,100,G4,1861,0.0,0
westland-infra,871718518003006694,LENTEBLOK,2291VE,2291VE,WATERINGEN,16,100.0,100.0,100,88,G4,1654,0.0,0
westland-infra,871718518003006694,GULDELAND,2291VG,2291VG,WATERINGEN,13,100.0,100.0,100,85,G4,2440,0.0,0
westland-infra,871718518003006694,GULDELAND,2291VH,2291VH,WATERINGEN,20,100.0,100.0,100,100,G4,1692,0.0,0
westland-infra,871718518003006694,GULDELAND,2291VJ,2291VJ,WATERINGEN,20,100.0,100.0,100,100,G4,2072,0.0,0
westland-infra,871718518003006694,GULDELAND,2291VK,2291VK,WATERINGEN,19,100.0,100.0,100,95,G4,1591,0.0,0
westland-infra,871718518003006694,GULDELAND,2291VL,2291VM,WATERINGEN,23,100.0,100.0,100,91,G4,1941,0.0,0
westland-infra,871718518003006694,DE BANGERT,2291VN,2291VN,WATERINGEN,16,100.0,100.0,100,100,G4,1886,0.0,0
westland-infra,871718518003006694,HET TOLLAND,2291VP,2291VP,WATERINGEN,13,100.0,100.0,100,100,G4,1659,0.0,0
westland-infra,871718518003006694,HET TOLLAND,2291VR,2291VR,WATERINGEN,21,100.0,100.0,100,95,G4,1762,0.0,0
westland-infra,871718518003006694,HET TOLLAND,2291VS,2291VS,WATERINGEN,19,100.0,100.0,100,95,G4,1736,0.0,0
westland-infra,871718518003006694,HET TOLLAND,2291VT,2291VT,WATERINGEN,20,100.0,100.0,100,100,G4,977,0.0,0
westland-infra,871718518003006694,HET TOLLAND,2291VV,2291VV,WATERINGEN,15,100.0,100.0,100,100,G4,1805,0.0,0
westland-infra,871718518003006694,HET TOLLAND,2291VW,2291VW,WATERINGEN,18,100.0,100.0,100,100,G4,1176,0.0,0
westland-infra,871718518003006694,HET TOLLAND,2291VX,2291VX,WATERINGEN,17,100.0,100.0,100,100,G4,777,0.0,0
westland-infra,871718518003006694,DE BEEMD,2291VZ,2291VZ,WATERINGEN,53,100.0,100.0,100,98,G4,975,0.0,0
westland-infra,871718518003006694,PRINS CLAUSSTRAAT,2291WB,2291WB,WATERINGEN,12,100.0,100.0,100,100,G4,1640,0.0,0
westland-infra,871718518003006694,PRINS CLAUSSTRAAT,2291WC,2291WC,WATERINGEN,10,100.0,100.0,100,100,G4,1527,0.0,0
