net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Endinet regio Eindhoven BV,871718518003011971,Antoniusstraat,5091BA,5091BA,OOST WEST EN MIDDELBEERS,17,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Antoniusstraat,5091BA,5091BB,OOST WEST EN MIDDELBEERS,14,100.0,100.0,,G6,1779.43,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Antoniusstraat,5091BB,5091BC,OOST WEST EN MIDDELBEERS,19,100.0,100.0,,G6,1327.63,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Andreasstraat,5091BC,5091BD,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G6,3865.36,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Andreasstraat,5091BD,5091BE,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G6,733.8,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kerkstraat,5091BE,5091BE,OOST WEST EN MIDDELBEERS,17,100.0,100.0,,G25,2147.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kerkstraat,5091BE,5091BG,OOST WEST EN MIDDELBEERS,10,100.0,90.0,,G6,2901.4,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Industrieweg,5091BG,5091BG,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Industrieweg,5091BG,5091BG,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G6,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hertog Janstraat,5091BH,5091BJ,OOST WEST EN MIDDELBEERS,10,100.0,90.0,,G25,3698.2,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hertog Janstraat,5091BJ,5091BJ,OOST WEST EN MIDDELBEERS,23,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hertog Janstraat,5091BJ,5091BK,OOST WEST EN MIDDELBEERS,29,100.0,100.0,,G6,1853.62,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Oranjestraat,5091BK,5091BL,OOST WEST EN MIDDELBEERS,14,100.0,100.0,,G6,1666.93,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Oranjestraat,5091BL,5091BM,OOST WEST EN MIDDELBEERS,16,100.0,100.0,,G6,2109.19,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,'t Ven,5091BN,5091BN,OOST WEST EN MIDDELBEERS,18,100.0,100.0,,G16,1973.5,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,'t Ven,5091BN,5091BP,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G6,3082.5,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,'t Ven,5091BP,5091BR,OOST WEST EN MIDDELBEERS,22,100.0,100.0,,G6,1011.32,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Schravenstraat,5091BR,5091BS,OOST WEST EN MIDDELBEERS,19,100.0,100.0,,G6,1719.58,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Steenfortseweg,5091BS,5091BT,OOST WEST EN MIDDELBEERS,18,100.0,100.0,,G6,1811.56,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kosterstraat,5091BV,5091BW,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G4,1589.2,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,De Kuile,5091BW,5091BX,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G4,966.87,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,De Venne,5091BX,5091CA,OOST WEST EN MIDDELBEERS,19,100.0,100.0,,G6,2141.05,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Doornboomstraat,5091CA,5091CB,OOST WEST EN MIDDELBEERS,40,100.0,97.5,,G6,1628.55,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Doornboomstraat,5091CB,5091CC,OOST WEST EN MIDDELBEERS,15,100.0,93.33,,G6,4325.6,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Willibrordstraat,5091CC,5091CD,OOST WEST EN MIDDELBEERS,13,100.0,100.0,,G6,3568.31,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Willibrordstraat,5091CD,5091CE,OOST WEST EN MIDDELBEERS,17,100.0,100.0,,G6,1598.24,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogdijk,5091CE,5091CG,OOST WEST EN MIDDELBEERS,20,100.0,100.0,,G6,1365.28,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogdijk,5091CG,5091CH,OOST WEST EN MIDDELBEERS,28,100.0,100.0,,G6,2657.11,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogdijk,5091CH,5091CJ,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G6,1995.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Vestdijk,5091CJ,5091CK,OOST WEST EN MIDDELBEERS,23,100.0,100.0,,G6,1404.96,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Vestdijk,5091CK,5091CL,OOST WEST EN MIDDELBEERS,37,100.0,100.0,,G6,1975.81,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Vestdijk,5091CL,5091CM,OOST WEST EN MIDDELBEERS,12,100.0,100.0,,G6,2643.42,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Smidsstraat,5091CN,5091CP,OOST WEST EN MIDDELBEERS,28,100.0,92.86,,G4,1350.57,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,St. Annastraat,5091CP,5091CR,OOST WEST EN MIDDELBEERS,23,100.0,100.0,,G6,2208.96,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Ganzeakkers,5091CS,5091CS,OOST WEST EN MIDDELBEERS,21,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Ganzeakkers,5091CS,5091DA,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G6,2196.97,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Beukenhaag,5091DB,5091DB,OOST WEST EN MIDDELBEERS,16,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Beukenhaag,5091DB,5091DC,OOST WEST EN MIDDELBEERS,12,100.0,100.0,,G6,1557.58,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Ligusterhaag,5091DD,5091DG,OOST WEST EN MIDDELBEERS,31,100.0,100.0,,G4,1445.74,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Rozemarijn,5091DH,5091DH,OOST WEST EN MIDDELBEERS,10,100.0,0.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Rozemarijn,5091DJ,5091DJ,OOST WEST EN MIDDELBEERS,10,100.0,0.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Gentiaan,5091EA,5091EA,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G4,1017.64,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Erica,5091EC,5091EC,OOST WEST EN MIDDELBEERS,16,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Erica,5091EC,5091ED,OOST WEST EN MIDDELBEERS,21,100.0,100.0,,G6,1540.9,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Erica,5091ED,5091EG,OOST WEST EN MIDDELBEERS,17,100.0,100.0,,G6,1560.88,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Zonnedauw,5091EG,5091EJ,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G6,1941.09,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Veenbes,5091EK,5091EK,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Veenbes,5091EK,5091EL,OOST WEST EN MIDDELBEERS,13,100.0,100.0,,G6,1401.62,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Sportparklaan,5091EM,5091EM,OOST WEST EN MIDDELBEERS,20,100.0,100.0,,G25,1965.35,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Calluna,5091EN,5091EN,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G4,278.91,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Calluna,5091EP,5091EP,OOST WEST EN MIDDELBEERS,32,100.0,100.0,,G4,1336.49,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Calluna,5091EP,5091ER,OOST WEST EN MIDDELBEERS,24,100.0,100.0,,G6,1432.33,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Calluna,5091ES,5091ES,OOST WEST EN MIDDELBEERS,14,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kraaiheide,5091ET,5091ET,OOST WEST EN MIDDELBEERS,18,100.0,100.0,,G4,1636.89,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kraaiheide,5091ET,5091EV,OOST WEST EN MIDDELBEERS,18,100.0,100.0,,G6,1507.89,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Pompenmaker,5091EW,5091EW,OOST WEST EN MIDDELBEERS,49,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Pompenmaker,5091EW,5091EX,OOST WEST EN MIDDELBEERS,27,100.0,100.0,,G6,1481.59,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Klokkenmaker,5091EZ,5091EZ,OOST WEST EN MIDDELBEERS,16,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Tinnegieter,5091GN,5091GN,OOST WEST EN MIDDELBEERS,18,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Slotenmaker,5091GP,5091GP,OOST WEST EN MIDDELBEERS,23,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Slotenmaker,5091GP,5091GR,OOST WEST EN MIDDELBEERS,13,100.0,100.0,,G6,1526.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kaarsenmaker,5091GS,5091GS,OOST WEST EN MIDDELBEERS,23,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Glazenmaker,5091GT,5091GT,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Mandenmaker,5091GV,5091GV,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Mandenmaker,5091GW,5091GX,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G4,1101.82,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Klompenmaker,5091GZ,5091GZ,OOST WEST EN MIDDELBEERS,16,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Voorste Heistraat,5091JA,5091JB,OOST WEST EN MIDDELBEERS,12,100.0,100.0,,G16,2695.75,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Achterste Heistraat,5091JB,5091JJ,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G6,3221.3,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Dr. J. v.d. Mortellaan,5091JJ,5091JM,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G6,3777.9,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Esperenweg,5091JM,5091JM,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Esperenweg,5091JM,5091JP,OOST WEST EN MIDDELBEERS,24,100.0,100.0,,G6,2899.88,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Langereijt,5091JP,5091JR,OOST WEST EN MIDDELBEERS,12,100.0,83.33,,G6,1784.5,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Langereijt,5091JR,5091JT,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G6,2600.36,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,De Hanenberg,5091JV,5091JW,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G16,2432.5,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Nieuwe Erven,5091JX,5091KA,OOST WEST EN MIDDELBEERS,27,100.0,100.0,,G16,2675.25,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Driehoek,5091KA,5091KB,OOST WEST EN MIDDELBEERS,19,100.0,94.74,,G6,1855.32,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogeindseweg,5091KB,5091KC,OOST WEST EN MIDDELBEERS,12,100.0,91.67,,G6,2026.5,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogeindseweg,5091KC,5091KH,OOST WEST EN MIDDELBEERS,14,100.0,100.0,,G6,2426.14,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Broekdijk,5091KH,5091KK,OOST WEST EN MIDDELBEERS,18,100.0,100.0,,G6,1943.75,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Voldijnseweg,5091KK,5091KL,OOST WEST EN MIDDELBEERS,12,100.0,100.0,,G6,1663.75,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kapeldijk,5091KP,5091KS,OOST WEST EN MIDDELBEERS,13,100.0,100.0,,G16,9877.54,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Spreeuwelsedijk,5091KS,5091KT,OOST WEST EN MIDDELBEERS,12,100.0,100.0,,G6,4864.33,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Heikant,5091KV,5091KV,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G16,2472.36,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Heiakkerweg,5091KW,5091RA,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G16,2316.5,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Esperenweg,5091RB,5091RC,OOST WEST EN MIDDELBEERS,26,100.0,100.0,,G4,1886.35,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Neereindseweg,5091RC,5091RD,OOST WEST EN MIDDELBEERS,24,100.0,100.0,,G6,2341.99,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Neereindseweg,5091RD,5091RG,OOST WEST EN MIDDELBEERS,17,100.0,94.12,,G6,1537.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Lindeakkers,5091RG,5091RH,OOST WEST EN MIDDELBEERS,25,100.0,100.0,,G6,1747.52,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Lindeakkers,5091RH,5091RJ,OOST WEST EN MIDDELBEERS,16,100.0,100.0,,G6,2137.25,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Schoolstraat,5091RJ,5091RM,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G6,1276.73,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Esdoorn,5091RM,5091RN,OOST WEST EN MIDDELBEERS,22,100.0,100.0,,G6,1083.41,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Esdoorn,5091RN,5091RP,OOST WEST EN MIDDELBEERS,21,100.0,100.0,,G6,1414.52,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Plataan,5091RR,5091RR,OOST WEST EN MIDDELBEERS,23,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Plataan,5091RR,5091SB,OOST WEST EN MIDDELBEERS,18,100.0,100.0,,G6,2709.78,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Huijgevoort,5091SB,5091SC,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G6,2180.73,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,St. Jorisstraat,5091SC,5091SE,OOST WEST EN MIDDELBEERS,16,100.0,100.0,,G6,1557.81,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,St. Jorisstraat,5091SE,5091SG,OOST WEST EN MIDDELBEERS,14,100.0,100.0,,G6,786.21,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Straatsedijk,5091SG,5091SK,OOST WEST EN MIDDELBEERS,22,100.0,100.0,,G6,2599.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Westelbeersedijk,5091SK,5091SL,OOST WEST EN MIDDELBEERS,32,100.0,100.0,,G6,1900.59,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Westelbeersedijk,5091SL,5091SM,OOST WEST EN MIDDELBEERS,10,100.0,100.0,,G6,2126.6,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Westelbeersedijk,5091SM,5091SP,OOST WEST EN MIDDELBEERS,14,100.0,100.0,,G6,3144.96,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kromvensedijk,5091SP,5091TA,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G6,2040.64,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Wit Hollandweg,5091TB,5091TC,OOST WEST EN MIDDELBEERS,20,100.0,100.0,,G16,2179.4,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kuikseindseweg,5091TC,5091TD,OOST WEST EN MIDDELBEERS,24,100.0,100.0,,G6,2448.25,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kuikseindseweg,5091TD,5091TH,OOST WEST EN MIDDELBEERS,15,100.0,100.0,,G6,2901.53,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Putstraat,5091TH,5091TJ,OOST WEST EN MIDDELBEERS,11,100.0,100.0,,G6,4231.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Voorteindseweg,5091TJ,5091TK,OOST WEST EN MIDDELBEERS,14,100.0,100.0,,G4,7464.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Voorteindseweg,5091TK,5091TK,OOST WEST EN MIDDELBEERS,12,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Voorteindseweg,5091TK,5094AA,OOST WEST EN MIDDELBEERS,10,100.0,90.0,,G6,2152.8,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogemierdseweg,5094AA,5094AA,LAGE MIERDE,11,100.0,100.0,,G16,2710.1,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogemierdseweg,5094AA,5094AA,LAGE MIERDE,10,100.0,100.0,,G6,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoogemierdseweg,5094AB,5094AD,LAGE MIERDE,13,100.0,100.0,,G4,783.85,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kleine Hassel,5094AE,5094BB,LAGE MIERDE,10,100.0,100.0,,G4,1719.2,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Mispeleind,5094BB,5094BC,LAGE MIERDE,11,100.0,100.0,,G4,2748.45,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Neterselsedijk,5094BC,5094BC,LAGE MIERDE,15,100.0,100.0,,G25,2897.78,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Neterselsedijk,5094BC,5094BD,LAGE MIERDE,20,100.0,100.0,,G6,3110.15,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Neterselsedijk,5094BD,5094BE,LAGE MIERDE,10,100.0,100.0,,G6,2217.8,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Meirweg,5094BE,5094BJ,LAGE MIERDE,12,100.0,100.0,,G4,2909.58,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Karneikweg,5094BP,5094CA,LAGE MIERDE,10,100.0,100.0,,G16,2170.8,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Draaiboom,5094CA,5094CB,LAGE MIERDE,14,100.0,100.0,,G6,2218.07,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Draaiboom,5094CB,5094CC,LAGE MIERDE,14,100.0,100.0,,G6,1876.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Draaiboom,5094CC,5094CD,LAGE MIERDE,10,100.0,100.0,,G6,5759.7,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Koningshoek,5094CD,5094CD,LAGE MIERDE,12,100.0,100.0,,G4,583.33,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Koningshoek,5094CD,5094CG,LAGE MIERDE,10,100.0,80.0,,G4,2357.9,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoenderhoek,5094CH,5094CJ,LAGE MIERDE,13,100.0,100.0,,G16,2198.77,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Gijsestraat,5094CJ,5094CK,LAGE MIERDE,17,100.0,100.0,,G6,2931.41,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Vloeieind,5094CL,5094CL,LAGE MIERDE,11,100.0,100.0,,G16,1636.18,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Vloeieind,5094CL,5094EA,LAGE MIERDE,29,100.0,100.0,,G6,1772.66,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kloosterstraat,5094EA,5094EB,LAGE MIERDE,24,100.0,100.0,,G6,1945.79,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kloosterstraat,5094EB,5094ED,LAGE MIERDE,11,100.0,100.0,,G6,1336.55,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Elzenstraat,5094EE,5094EG,LAGE MIERDE,108,100.0,100.0,,G4,1764.17,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Wellenseind,5094EG,5094EJ,LAGE MIERDE,10,100.0,100.0,,G6,2061.4,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hogeweg,5094EK,5094EL,LAGE MIERDE,18,100.0,94.44,,G4,4895.89,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Kruisvelden,5094EL,5094EM,LAGE MIERDE,15,100.0,100.0,,G6,1628.4,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Pelsakker,5094EP,5094EP,LAGE MIERDE,15,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Pelsakker,5094EP,5094ER,LAGE MIERDE,19,100.0,100.0,,G6,2225.84,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Donkbeemd,5094ES,5094ET,LAGE MIERDE,13,100.0,100.0,,G4,1265.69,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,'t Laar,5094EV,5094EV,LAGE MIERDE,20,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Ronkert,5094EW,5094EW,LAGE MIERDE,32,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Ronkert,5094EW,5094EX,LAGE MIERDE,13,100.0,100.0,,G6,1133.23,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Vestweg,5094EZ,5094GA,LAGE MIERDE,15,100.0,100.0,,G4,2152.07,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Broekkant,5094GA,5094GB,LAGE MIERDE,12,100.0,100.0,,G6,1013.33,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Hoosemansstraat,5094GC,5094GD,LAGE MIERDE,12,100.0,100.0,,G4,2164.75,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Boekweithof,5094GE,5094GG,LAGE MIERDE,10,100.0,100.0,,G4,2556.9,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Seradellehof,5094GH,5094GJ,LAGE MIERDE,14,100.0,100.0,,G4,4057.79,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Dorpsplein,5094GJ,5094GJ,LAGE MIERDE,13,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Dorpsplein,5094GJ,5094GK,LAGE MIERDE,20,100.0,100.0,,G6,1315.6,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Bernardusweg,5094GK,5094GL,LAGE MIERDE,19,100.0,100.0,,G6,1521.53,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Richelpad,5094GL,5094GM,LAGE MIERDE,27,100.0,100.0,,G6,1622.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Richelpad,5094GM,5094GP,LAGE MIERDE,12,100.0,100.0,,G6,2215.17,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Zandhorst,5094HA,5094HA,LAGE MIERDE,22,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Zandhorst,5094HB,5094HB,LAGE MIERDE,20,100.0,100.0,,G4,0.0,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Zandhorst,5094HB,5094HC,LAGE MIERDE,15,100.0,100.0,,G6,2091.53,0.0,0.0
Endinet regio Eindhoven BV,871718518003011971,Naaldakker,5094HC,5094HD,LAGE MIERDE,10,100.0,100.0,,G6,1649.5,0.0,0.0
