net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume
8716912000008,871718518003002641,Langewijk,7701AA,7701AA,DEDEMSVAART,17.0,100.0,100.0,100.0,G4,2344
8716912000008,871718518003002641,Langewijk,7701AB,7701AB,DEDEMSVAART,10.0,100.0,100.0,80.0,G4,4024
8716912000008,871718518003002641,Langewijk,7701AC,7701AC,DEDEMSVAART,17.0,100.0,100.0,100.0,G4,2083
8716912000008,871718518003002641,Langewijk,7701AD,7701AD,DEDEMSVAART,20.0,100.0,100.0,95.0,G4,2247
8716912000008,871718518003002641,Langewijk,7701AE,7701AE,DEDEMSVAART,13.0,100.0,100.0,92.0,G4,2600
8716912000008,871718518003002641,Langewijk,7701AG,7701AG,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,2252
8716912000008,871718518003002641,Poolmanserf,7701AH,7701AH,DEDEMSVAART,25.0,100.0,84.0,88.0,G4,3890
8716912000008,871718518003002641,Langewijk,7701AJ,7701AJ,DEDEMSVAART,14.0,100.0,92.86,93.0,G4,2930
8716912000008,871718518003002641,Langewijk,7701AK,7701AK,DEDEMSVAART,15.0,100.0,93.33,40.0,G4,8684
8716912000008,871718518003002641,Langewijk,7701AL,7701AL,DEDEMSVAART,10.0,100.0,100.0,100.0,G4,2124
8716912000008,871718518003002641,Langewijk,7701AM,7701AM,DEDEMSVAART,16.0,100.0,100.0,94.0,G4,2695
8716912000008,871718518003002641,Langewijk,7701AN,7701AN,DEDEMSVAART,15.0,100.0,100.0,87.0,G4,2390
8716912000008,871718518003002641,Langewijk,7701AP,7701AP,DEDEMSVAART,18.0,100.0,100.0,94.0,G4,2391
8716912000008,871718518003002641,Langewijk,7701AR,7701AR,DEDEMSVAART,20.0,100.0,100.0,70.0,G4,3291
8716912000008,871718518003002641,Langewijk,7701AS,7701AS,DEDEMSVAART,18.0,100.0,94.44,67.0,G4,2313
8716912000008,871718518003002641,Langewijk,7701AT,7701AT,DEDEMSVAART,19.0,100.0,94.74,79.0,G4,2771
8716912000008,871718518003002641,Zuidwolderstraat,7701AV,7701AZ,DEDEMSVAART,34.0,100.0,97.06,85.0,G4,2932
8716912000008,871718518003002641,Langejacht,7701BA,7701BC,DEDEMSVAART,25.0,100.0,100.0,84.0,G4,3781
8716912000008,871718518003002641,Rheezerend,7701BD,7701BD,DEDEMSVAART,12.0,100.0,100.0,92.0,G4,2317
8716912000008,871718518003002641,Rheezerend,7701BE,7701BE,DEDEMSVAART,15.0,100.0,100.0,87.0,G4,3073
8716912000008,871718518003002641,Rheezerend,7701BG,7701BG,DEDEMSVAART,21.0,100.0,100.0,86.0,G4,3915
8716912000008,871718518003002641,Rheezerend,7701BH,7701BH,DEDEMSVAART,13.0,100.0,100.0,100.0,G4,2301
8716912000008,871718518003002641,Rheezerend,7701BJ,7701BJ,DEDEMSVAART,15.0,100.0,100.0,87.0,G4,3030
8716912000008,871718518003002641,Rheezerend,7701BK,7701BK,DEDEMSVAART,31.0,100.0,100.0,94.0,G4,2683
8716912000008,871718518003002641,Tottenhamstraat,7701BL,7701BL,DEDEMSVAART,10.0,100.0,90.0,90.0,G4,2660
8716912000008,871718518003002641,Tottenhamstraat,7701BM,7701BM,DEDEMSVAART,11.0,100.0,100.0,82.0,G4,3332
8716912000008,871718518003002641,Tottenhamstraat,7701BN,7701BN,DEDEMSVAART,13.0,100.0,100.0,77.0,G4,3632
8716912000008,871718518003002641,Tottenhamstraat,7701BP,7701BP,DEDEMSVAART,10.0,100.0,100.0,90.0,G4,2498
8716912000008,871718518003002641,Rollepaal,7701BR,7701BS,DEDEMSVAART,15.0,100.0,100.0,53.0,G4,4313
8716912000008,871718518003002641,Edisonstraat,7701BT,7701BZ,DEDEMSVAART,46.0,100.0,97.83,43.0,G6,4175
8716912000008,871718518003002641,Moerheimstraat,7701CA,7701CA,DEDEMSVAART,23.0,100.0,100.0,91.0,G4,2861
8716912000008,871718518003002641,Moerheimstraat,7701CB,7701CB,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,2995
8716912000008,871718518003002641,Moerheimstraat,7701CC,7701CC,DEDEMSVAART,33.0,100.0,78.79,88.0,G4,1464
8716912000008,871718518003002641,Moerheimstraat,7701CD,7701CD,DEDEMSVAART,12.0,100.0,91.67,83.0,G4,3252
8716912000008,871718518003002641,Moerheimstraat,7701CE,7701CE,DEDEMSVAART,14.0,100.0,100.0,79.0,G4,4781
8716912000008,871718518003002641,Moerheimstraat,7701CG,7701CG,DEDEMSVAART,18.0,100.0,100.0,72.0,G4,3423
8716912000008,871718518003002641,Moerheimstraat,7701CH,7701CH,DEDEMSVAART,17.0,100.0,100.0,59.0,G4,3377
8716912000008,871718518003002641,Moerheimstraat,7701CJ,7701CJ,DEDEMSVAART,29.0,100.0,100.0,90.0,G4,1963
8716912000008,871718518003002641,Moerheimstraat,7701CK,7701CK,DEDEMSVAART,16.0,100.0,100.0,88.0,G4,3262
8716912000008,871718518003002641,Van Rooijens Hoofdwijk,7701CL,7701CM,DEDEMSVAART,21.0,100.0,100.0,100.0,G4,1764
8716912000008,871718518003002641,Van Haeringenstraat,7701CN,7701CN,DEDEMSVAART,17.0,100.0,100.0,100.0,G4,1964
8716912000008,871718518003002641,Van Haeringenstraat,7701CP,7701CP,DEDEMSVAART,12.0,100.0,100.0,83.0,G4,2441
8716912000008,871718518003002641,Van Haeringenstraat,7701CR,7701CR,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,2415
8716912000008,871718518003002641,Van Haeringenstraat,7701CS,7701CS,DEDEMSVAART,18.0,100.0,100.0,94.0,G4,2223
8716912000008,871718518003002641,Van Haeringenstraat,7701CT,7701CW,DEDEMSVAART,28.0,100.0,100.0,86.0,G4,2964
8716912000008,871718518003002641,Latyrusstraat,7701CX,7701CX,DEDEMSVAART,12.0,100.0,100.0,83.0,G4,2629
8716912000008,871718518003002641,Mandenmakersweg,7701CZ,7701DA,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,1948
8716912000008,871718518003002641,Schuttevaer,7701DB,7701DB,DEDEMSVAART,19.0,100.0,100.0,100.0,G4,1878
8716912000008,871718518003002641,Schuttevaer,7701DC,7701DC,DEDEMSVAART,16.0,100.0,100.0,100.0,G4,2057
8716912000008,871718518003002641,Schuttevaer,7701DD,7701DD,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1221
8716912000008,871718518003002641,Schuttevaer,7701DE,7701DE,DEDEMSVAART,21.0,100.0,100.0,100.0,G4,1672
8716912000008,871718518003002641,Schuttevaer,7701DG,7701DG,DEDEMSVAART,30.0,100.0,100.0,100.0,G4,814
8716912000008,871718518003002641,Kerkstraat,7701EA,7701EA,DEDEMSVAART,11.0,100.0,100.0,91.0,G4,2645
8716912000008,871718518003002641,Kerkstraat,7701EB,7701ED,DEDEMSVAART,26.0,100.0,100.0,96.0,G4,2160
8716912000008,871718518003002641,Anemoonstraat,7701EE,7701EE,DEDEMSVAART,11.0,100.0,100.0,100.0,G4,1812
8716912000008,871718518003002641,Anemoonstraat,7701EG,7701EH,DEDEMSVAART,22.0,100.0,100.0,100.0,G4,1851
8716912000008,871718518003002641,Zwiersstraat,7701EJ,7701EJ,DEDEMSVAART,12.0,100.0,100.0,100.0,G4,2068
8716912000008,871718518003002641,Zwiersstraat,7701EK,7701EK,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,1711
8716912000008,871718518003002641,Zwiersstraat,7701EL,7701EM,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,2407
8716912000008,871718518003002641,Zwiersstraat,7701EN,7701EN,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,1820
8716912000008,871718518003002641,Gentiaanstraat,7701EP,7701EP,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,1810
8716912000008,871718518003002641,Gentiaanstraat,7701ER,7701ES,DEDEMSVAART,21.0,100.0,100.0,90.0,G4,2120
8716912000008,871718518003002641,Asterstraat,7701ET,7701ET,DEDEMSVAART,13.0,100.0,100.0,100.0,G4,2008
8716912000008,871718518003002641,Asterstraat,7701EV,7701EV,DEDEMSVAART,12.0,100.0,100.0,100.0,G4,1883
8716912000008,871718518003002641,Asterstraat,7701EW,7701EW,DEDEMSVAART,13.0,100.0,100.0,100.0,G4,1763
8716912000008,871718518003002641,Asterstraat,7701EX,7701EX,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,1618
8716912000008,871718518003002641,Rozenstraat,7701GA,7701GA,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1557
8716912000008,871718518003002641,Rozenstraat,7701GB,7701GB,DEDEMSVAART,12.0,100.0,100.0,100.0,G4,1567
8716912000008,871718518003002641,Rozenstraat,7701GC,7701GC,DEDEMSVAART,12.0,100.0,100.0,100.0,G4,1404
8716912000008,871718518003002641,Hortensiastraat,7701GD,7701GD,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,1761
8716912000008,871718518003002641,Hortensiastraat,7701GE,7701GG,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,1885
8716912000008,871718518003002641,Julianastraat,7701GH,7701GH,DEDEMSVAART,24.0,100.0,100.0,88.0,G4,2183
8716912000008,871718518003002641,Julianastraat,7701GJ,7701GJ,DEDEMSVAART,11.0,100.0,100.0,64.0,G4,4778
8716912000008,871718518003002641,Julianastraat,7701GK,7701GK,DEDEMSVAART,24.0,100.0,100.0,75.0,G4,4171
8716912000008,871718518003002641,Julianastraat,7701GL,7701GL,DEDEMSVAART,25.0,100.0,96.0,84.0,G4,2553
8716912000008,871718518003002641,Julianastraat,7701GM,7701GM,DEDEMSVAART,14.0,100.0,100.0,86.0,G4,3698
8716912000008,871718518003002641,Julianastraat,7701GN,7701GN,DEDEMSVAART,17.0,100.0,100.0,53.0,G4,3554
8716912000008,871718518003002641,Julianastraat,7701GP,7701GR,DEDEMSVAART,20.0,100.0,100.0,80.0,G4,3802
8716912000008,871718518003002641,Wisseling,7701GS,7701GS,DEDEMSVAART,17.0,100.0,94.12,82.0,G4,3568
8716912000008,871718518003002641,Marktstraat,7701GT,7701GT,DEDEMSVAART,36.0,100.0,94.44,92.0,G4,1440
8716912000008,871718518003002641,Markt,7701GV,7701GW,DEDEMSVAART,47.0,100.0,97.87,77.0,G4,3333
8716912000008,871718518003002641,Tuinstraat,7701GX,7701GX,DEDEMSVAART,14.0,100.0,100.0,86.0,G4,1897
8716912000008,871718518003002641,Wilhelminastraat,7701HA,7701HA,DEDEMSVAART,18.0,100.0,100.0,94.0,G4,2589
8716912000008,871718518003002641,Wilhelminastraat,7701HB,7701HB,DEDEMSVAART,27.0,100.0,100.0,100.0,G4,1607
8716912000008,871718518003002641,Marijkestraat,7701HC,7701HC,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,1550
8716912000008,871718518003002641,Marijkestraat,7701HD,7701HD,DEDEMSVAART,10.0,100.0,100.0,100.0,G4,1754
8716912000008,871718518003002641,Marijkestraat,7701HE,7701HE,DEDEMSVAART,13.0,100.0,100.0,100.0,G4,1565
8716912000008,871718518003002641,Oranjestraat,7701HG,7701HG,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,1875
8716912000008,871718518003002641,Oranjestraat,7701HH,7701HH,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,1707
8716912000008,871718518003002641,Margrietstraat,7701HJ,7701HJ,DEDEMSVAART,12.0,100.0,100.0,100.0,G4,1563
8716912000008,871718518003002641,Margrietstraat,7701HK,7701HM,DEDEMSVAART,24.0,100.0,100.0,100.0,G4,1603
8716912000008,871718518003002641,Prins Bernhardstraat,7701HN,7701HN,DEDEMSVAART,22.0,100.0,100.0,100.0,G4,1250
8716912000008,871718518003002641,Prins Bernhardstraat,7701HP,7701HP,DEDEMSVAART,16.0,100.0,100.0,100.0,G4,2010
8716912000008,871718518003002641,Irenestraat,7701HR,7701HS,DEDEMSVAART,17.0,100.0,100.0,100.0,G4,1886
8716912000008,871718518003002641,Baron van Dedemlaan,7701HT,7701HT,DEDEMSVAART,12.0,100.0,100.0,58.0,G4,3998
8716912000008,871718518003002641,Judith van Marlelaan,7701HV,7701HV,DEDEMSVAART,17.0,100.0,100.0,94.0,G4,2636
8716912000008,871718518003002641,Judith van Marlelaan,7701HW,7701HW,DEDEMSVAART,21.0,100.0,100.0,95.0,G4,1590
8716912000008,871718518003002641,Molstraat,7701JA,7701JA,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,2214
8716912000008,871718518003002641,Molstraat,7701JB,7701JB,DEDEMSVAART,19.0,100.0,100.0,100.0,G4,1972
8716912000008,871718518003002641,Molstraat,7701JC,7701JC,DEDEMSVAART,13.0,100.0,100.0,100.0,G4,2270
8716912000008,871718518003002641,Molstraat,7701JD,7701JD,DEDEMSVAART,16.0,100.0,93.75,100.0,G4,2064
8716912000008,871718518003002641,Hoofdvaart,7701JE,7701JE,DEDEMSVAART,11.0,100.0,100.0,36.0,G4,7772
8716912000008,871718518003002641,Hoofdvaart,7701JG,7701JG,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,2668
8716912000008,871718518003002641,Hoofdvaart,7701JH,7701JH,DEDEMSVAART,14.0,100.0,100.0,79.0,G4,3261
8716912000008,871718518003002641,Hoofdvaart,7701JJ,7701JJ,DEDEMSVAART,19.0,100.0,89.47,89.0,G4,2383
8716912000008,871718518003002641,Hoofdvaart,7701JK,7701JK,DEDEMSVAART,17.0,100.0,100.0,94.0,G4,2511
8716912000008,871718518003002641,Hoofdvaart,7701JL,7701JL,DEDEMSVAART,15.0,100.0,100.0,93.0,G4,2384
8716912000008,871718518003002641,Hoofdvaart,7701JM,7701JM,DEDEMSVAART,16.0,100.0,100.0,100.0,G4,1994
8716912000008,871718518003002641,Hoofdvaart,7701JN,7701JN,DEDEMSVAART,18.0,100.0,100.0,83.0,G4,2793
8716912000008,871718518003002641,Hoofdvaart,7701JP,7701JP,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1931
8716912000008,871718518003002641,Hoofdvaart,7701JR,7701JR,DEDEMSVAART,16.0,100.0,100.0,100.0,G4,2489
8716912000008,871718518003002641,Hoofdvaart,7701JS,7701JS,DEDEMSVAART,11.0,100.0,100.0,100.0,G4,2543
8716912000008,871718518003002641,De Kolonie,7701JT,7701JV,DEDEMSVAART,25.0,100.0,100.0,96.0,G4,1980
8716912000008,871718518003002641,Sperwerweg,7701JW,7701JX,DEDEMSVAART,25.0,100.0,100.0,100.0,G4,1789
8716912000008,871718518003002641,Havikstraat,7701JZ,7701JZ,DEDEMSVAART,13.0,100.0,100.0,100.0,G4,1879
8716912000008,871718518003002641,De Wielewaal,7701KA,7701KB,DEDEMSVAART,19.0,100.0,100.0,100.0,G4,2173
8716912000008,871718518003002641,Buizerdweg,7701KC,7701KC,DEDEMSVAART,11.0,100.0,100.0,91.0,G4,2067
8716912000008,871718518003002641,Buizerdweg,7701KD,7701KE,DEDEMSVAART,23.0,100.0,100.0,96.0,G4,2325
8716912000008,871718518003002641,Lepelaarweg,7701KG,7701KG,DEDEMSVAART,16.0,100.0,100.0,100.0,G4,1574
8716912000008,871718518003002641,Lepelaarweg,7701KH,7701KH,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,1741
8716912000008,871718518003002641,Lepelaarweg,7701KJ,7701KJ,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,1657
8716912000008,871718518003002641,Adelaarweg,7701KK,7701KK,DEDEMSVAART,14.0,100.0,100.0,93.0,G4,2623
8716912000008,871718518003002641,Adelaarweg,7701KL,7701KL,DEDEMSVAART,19.0,100.0,100.0,100.0,G4,1106
8716912000008,871718518003002641,Adelaarweg,7701KM,7701KM,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,1173
8716912000008,871718518003002641,Adelaarweg,7701KN,7701KN,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,1594
8716912000008,871718518003002641,Adelaarweg,7701KP,7701KP,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,1161
8716912000008,871718518003002641,Adelaarweg,7701KR,7701KT,DEDEMSVAART,30.0,100.0,100.0,100.0,G4,1191
8716912000008,871718518003002641,De Gieteling,7701KV,7701KW,DEDEMSVAART,27.0,100.0,100.0,100.0,G4,1354
8716912000008,871718518003002641,De Grutto,7701KX,7701KX,DEDEMSVAART,19.0,100.0,100.0,100.0,G4,1326
8716912000008,871718518003002641,De Kievit,7701KZ,7701KZ,DEDEMSVAART,19.0,100.0,100.0,100.0,G4,1455
8716912000008,871718518003002641,De Aak,7701LA,7701LA,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,2087
8716912000008,871718518003002641,De Aak,7701LB,7701LB,DEDEMSVAART,19.0,100.0,100.0,95.0,G4,2188
8716912000008,871718518003002641,De Aak,7701LC,7701LC,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,2269
8716912000008,871718518003002641,De Aak,7701LD,7701LD,DEDEMSVAART,19.0,100.0,100.0,100.0,G4,2779
8716912000008,871718518003002641,De Aak,7701LE,7701LE,DEDEMSVAART,26.0,100.0,100.0,100.0,G4,2064
8716912000008,871718518003002641,De Aak,7701LG,7701LG,DEDEMSVAART,25.0,100.0,100.0,92.0,G4,2219
8716912000008,871718518003002641,De Aak,7701LH,7701LH,DEDEMSVAART,11.0,100.0,100.0,100.0,G4,2343
8716912000008,871718518003002641,De Aak,7701LJ,7701LJ,DEDEMSVAART,16.0,100.0,100.0,100.0,G4,1946
8716912000008,871718518003002641,De Praam,7701LK,7701LK,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1708
8716912000008,871718518003002641,De Praam,7701LL,7701LM,DEDEMSVAART,34.0,100.0,100.0,100.0,G4,1806
8716912000008,871718518003002641,De Praam,7701LN,7701LN,DEDEMSVAART,25.0,100.0,100.0,100.0,G4,1751
8716912000008,871718518003002641,De Tjalk,7701LP,7701LR,DEDEMSVAART,25.0,100.0,100.0,96.0,G4,1375
8716912000008,871718518003002641,Het Wilgeroosje,7701MA,7701MB,DEDEMSVAART,18.0,100.0,100.0,100.0,G4,1218
8716912000008,871718518003002641,Het Wilgeroosje,7701MC,7701MC,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,1060
8716912000008,871718518003002641,De Koningsvaren,7701ME,7701MG,DEDEMSVAART,40.0,100.0,100.0,100.0,G4,1649
8716912000008,871718518003002641,De Koningsvaren,7701MJ,7701MJ,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,1632
8716912000008,871718518003002641,De Koningsvaren,7701MK,7701MK,DEDEMSVAART,26.0,100.0,100.0,100.0,G4,1597
8716912000008,871718518003002641,De Karekiet,7701ML,7701MN,DEDEMSVAART,25.0,100.0,100.0,100.0,G4,1728
8716912000008,871718518003002641,De Meerkoet,7701MP,7701MP,DEDEMSVAART,21.0,100.0,100.0,100.0,G4,1738
8716912000008,871718518003002641,De Klaverzuring,7701MR,7701MR,DEDEMSVAART,25.0,100.0,100.0,100.0,G4,1870
8716912000008,871718518003002641,De Pitrus,7701MS,7701MS,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,1755
8716912000008,871718518003002641,Schubertstraat,7701NA,7701NA,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,1753
8716912000008,871718518003002641,Rozenheim,7701NB,7701NB,DEDEMSVAART,33.0,100.0,100.0,100.0,G4,1306
8716912000008,871718518003002641,Rozenheim,7701NC,7701NC,DEDEMSVAART,34.0,100.0,100.0,100.0,G4,1884
8716912000008,871718518003002641,Moerasroos,7701ND,7701ND,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,1996
8716912000008,871718518003002641,Kraagroos,7701NE,7701NG,DEDEMSVAART,27.0,100.0,100.0,100.0,G4,2016
8716912000008,871718518003002641,Rozenheim,7701NH,7701NH,DEDEMSVAART,16.0,100.0,100.0,94.0,G4,2166
8716912000008,871718518003002641,Akkerroos,7701NJ,7701NK,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1777
8716912000008,871718518003002641,Bottelroos,7701NL,7701NL,DEDEMSVAART,10.0,100.0,100.0,100.0,G4,1459
8716912000008,871718518003002641,Hondsroos,7701NM,7701NN,DEDEMSVAART,31.0,100.0,100.0,100.0,G4,1111
8716912000008,871718518003012077,Egelantier,7701NP,7701PA,DEDEMSVAART,20.0,100.0,95.0,80.0,G4,2745
8716912000008,871718518003002641,Spekopswijk,7701PB,7701PB,DEDEMSVAART,18.0,100.0,94.44,100.0,G4,2505
8716912000008,871718518003002641,Otterswijk,7701PC,7701PC,DEDEMSVAART,18.0,100.0,100.0,89.0,G4,3624
8716912000008,871718518003002641,Vierde Wijk,7701PD,7701PJ,DEDEMSVAART,34.0,100.0,100.0,88.0,G4,3216
8716912000008,871718518003002641,Stegerensallee,7701PK,7701PK,DEDEMSVAART,16.0,100.0,100.0,81.0,G4,2918
8716912000008,871718518003002641,Stegerensallee,7701PL,7701PL,DEDEMSVAART,23.0,100.0,100.0,70.0,G4,3771
8716912000008,871718518003002641,Vivaldi,7701PM,7701PM,DEDEMSVAART,22.0,100.0,100.0,100.0,G4,928
8716912000008,871718518003002641,Gaffelwijk,7701PN,7701PP,DEDEMSVAART,15.0,100.0,93.33,87.0,G4,2853
8716912000008,871718518003002641,Zestiende Wijk,7701PR,7701PR,DEDEMSVAART,13.0,100.0,100.0,85.0,G4,4080
8716912000008,871718518003002641,Oostwijk,7701PS,7701PS,DEDEMSVAART,18.0,100.0,100.0,89.0,G4,3705
8716912000008,871718518003002641,Oostwijk,7701PT,7701PT,DEDEMSVAART,12.0,100.0,100.0,100.0,G4,2357
8716912000008,871718518003002641,Buurtweg,7701PV,7701PW,DEDEMSVAART,29.0,100.0,100.0,100.0,G4,1838
8716912000008,871718518003002641,Nieuwewijk,7701PX,7701PX,DEDEMSVAART,21.0,100.0,95.24,100.0,G4,2283
8716912000008,871718518003002641,Nieuwewijk,7701PZ,7701PZ,DEDEMSVAART,13.0,100.0,100.0,85.0,G4,6138
8716912000008,871718518003002641,Valkenierweg,7701RA,7701RA,DEDEMSVAART,30.0,100.0,100.0,100.0,G4,1641
8716912000008,871718518003002641,Valkenierweg,7701RB,7701RB,DEDEMSVAART,26.0,100.0,100.0,96.0,G4,1700
8716912000008,871718518003002641,Ommerkanaal,7701RC,7701RC,DEDEMSVAART,20.0,100.0,100.0,80.0,G4,3900
8716912000008,871718518003002641,Ommerkanaal,7701RD,7701RE,DEDEMSVAART,25.0,100.0,100.0,88.0,G4,3933
8716912000008,871718518003012077,De Belt,7701RG,7701RL,DEDEMSVAART,39.0,100.0,97.44,90.0,G4,2415
8716912000008,871718518003002641,Mulderij,7701RM,7701RM,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,2523
8716912000008,871718518003002641,De Roerdomp,7701RN,7701RN,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,1698
8716912000008,871718518003002641,De Roerdomp,7701RP,7701RP,DEDEMSVAART,11.0,100.0,100.0,100.0,G4,1923
8716912000008,871718518003002641,Verlengde Elfde Wijk,7701RR,7701RS,DEDEMSVAART,17.0,100.0,100.0,88.0,G4,3263
8716912000008,871718518003002641,Noord Stegeren,7701RT,7701RT,DEDEMSVAART,17.0,100.0,100.0,100.0,G4,2796
8716912000008,871718518003002641,Het Bergje,7701RV,7701RV,DEDEMSVAART,10.0,100.0,100.0,70.0,G4,3218
8716912000008,871718518003003556,De Tippe,7701RW,7701SJ,DEDEMSVAART,54.0,100.0,94.44,50.0,G4,5202
8716912000008,871718518003002641,Galileistraat,7701SK,7701SK,DEDEMSVAART,14.0,100.0,92.86,36.0,G6,3289
8716912000008,871718518003002641,Catharina van Rennesstr,7701TA,7701TA,DEDEMSVAART,17.0,100.0,100.0,100.0,G4,1270
8716912000008,871718518003002641,Viottastraat,7701TB,7701TB,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1195
8716912000008,871718518003002641,Willem Andriessenstraat,7701TC,7701TC,DEDEMSVAART,11.0,100.0,100.0,100.0,G4,1698
8716912000008,871718518003002641,Van Anrooystraat,7701TD,7701TD,DEDEMSVAART,11.0,100.0,100.0,100.0,G4,1692
8716912000008,871718518003002641,Diepenbrockstraat,7701TE,7701TE,DEDEMSVAART,38.0,100.0,100.0,100.0,G4,1371
8716912000008,871718518003002641,Anton van der Horststr,7701TG,7701TG,DEDEMSVAART,29.0,100.0,100.0,100.0,G4,1386
8716912000008,871718518003002641,Willem Pijperstraat,7701TH,7701TH,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,1581
8716912000008,871718518003002641,Sweelinckstraat,7701TJ,7701TJ,DEDEMSVAART,22.0,100.0,100.0,100.0,G4,1604
8716912000008,871718518003002641,Beethovenstraat,7701TK,7701TK,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1598
8716912000008,871718518003002641,Beethovenstraat,7701TL,7701TL,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,2082
8716912000008,871718518003002641,Beethovenstraat,7701TM,7701TM,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,1448
8716912000008,871718518003002641,Sibeliusstraat,7701TN,7701TS,DEDEMSVAART,44.0,100.0,100.0,100.0,G4,1900
8716912000008,871718518003002641,Bachplein,7701TT,7701TT,DEDEMSVAART,11.0,100.0,100.0,100.0,G4,1677
8716912000008,871718518003002641,Bachplein,7701TV,7701TW,DEDEMSVAART,25.0,100.0,100.0,100.0,G4,1712
8716912000008,871718518003002641,Bartokstraat,7701TX,7701VA,DEDEMSVAART,33.0,100.0,100.0,97.0,G4,1963
8716912000008,871718518003002641,Lijsterstraat,7701VB,7701VB,DEDEMSVAART,17.0,100.0,100.0,100.0,G4,1896
8716912000008,871718518003002641,Peterswijk,7701VC,7701VC,DEDEMSVAART,12.0,100.0,100.0,100.0,G4,2553
8716912000008,871718518003002641,Eiberweg,7701VD,7701VD,DEDEMSVAART,27.0,100.0,100.0,100.0,G4,2069
8716912000008,871718518003002641,Eiberweg,7701VE,7701VE,DEDEMSVAART,24.0,100.0,100.0,96.0,G4,2075
8716912000008,871718518003002641,Eiberweg,7701VG,7701VG,DEDEMSVAART,45.0,100.0,100.0,100.0,G4,1370
8716912000008,871718518003002641,Reigerweg,7701VH,7701VH,DEDEMSVAART,14.0,100.0,100.0,100.0,G4,1811
8716912000008,871718518003002641,Reigerweg,7701VJ,7701VJ,DEDEMSVAART,16.0,100.0,100.0,100.0,G4,1991
8716912000008,871718518003002641,Nachtegaalstraat,7701VK,7701VK,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,1686
8716912000008,871718518003002641,Nachtegaalstraat,7701VL,7701VM,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,1946
8716912000008,871718518003002641,Leeuwerikstraat,7701VN,7701VN,DEDEMSVAART,15.0,100.0,100.0,100.0,G4,1757
8716912000008,871718518003002641,Sportlaan,7701VP,7701VP,DEDEMSVAART,19.0,100.0,100.0,95.0,G4,2756
8716912000008,871718518003002641,Sportlaan,7701VR,7701VR,DEDEMSVAART,33.0,100.0,100.0,100.0,G4,1797
8716912000008,871718518003002641,De Magnolia,7701VS,7701VS,DEDEMSVAART,20.0,100.0,100.0,100.0,G4,2213
8716912000008,871718518003002641,Boekweitstraat,7701VT,7701VT,DEDEMSVAART,16.0,100.0,100.0,81.0,G4,2220
8716912000008,871718518003002641,De Magnolia,7701VV,7701VV,DEDEMSVAART,19.0,100.0,100.0,95.0,G4,3446
8716912000008,871718518003002641,De Magnolia,7701VW,7701VW,DEDEMSVAART,23.0,100.0,100.0,100.0,G4,2010
8716912000008,871718518003002641,De Magnolia,7701VX,7701VX,DEDEMSVAART,34.0,100.0,91.18,100.0,G4,1201
8716912000008,871718518003002641,Peterswijk,7701VZ,7701VZ,DEDEMSVAART,16.0,100.0,100.0,94.0,G4,2187
